169	1661	2547
170	2049	2114
171	2214	2214
172	2713	1720
173	2856	2147
174	2026	1914
175	1611	2326
176	2194	2244
177	2541	1260
178	2837	1944
179	3701	1251
180	2949	872
181	3616	596
182	3249	1003
183	3305	2
184	2808	1401
185	2821	3071
186	2643	940
187	2660	1341
188	2576	1550
189	2747	1796
190	2482	1956
191	1962	3008
192	1176	2755
193	749	1889
194	3773	1154
195	3223	232
196	2482	1009
197	4863	1188
198	3830	852
199	3498	1110
200	3750	2285
201	3151	2372
202	2616	953
203	2644	2422
204	2432	2476
205	1115	2947
206	2254	2247
207	2950	1896
208	2886	1335
209	2375	2081
210	2133	832
211	4361	869
212	1985	2110
213	1156	3094
214	3538	1115
215	3015	1447
216	3009	2153
217	3109	2014
218	2034	1958
219	3565	1007
220	3768	463
221	3639	1517
222	3510	1117
223	2307	1784
224	3392	2739
225	2213	2034
226	1249	2458
227	1924	2968
228	527	3740
229	648	3350
230	293	2288
231	230	4432
232	1195	2415
233	1558	3510
234	3084	1883
235	2025	3332
236	859	3769
237	3413	2037
238	3367	565
239	3187	1624
240	4031	877
241	4720	1824
242	4794	1534
243	2878	682
244	4640	1592
245	3548	1263
246	3346	117
247	3928	472
248	2505	1235
249	3112	897
250	2368	921
251	2484	447
252	3799	1030
253	3174	692
254	3741	1314
255	2274	1209
256	4098	2076
257	3052	1751
258	3148	1005
259	3083	652
260	2257	935
261	1642	1929
262	2780	1656
263	2635	2536
264	3458	1244
265	2842	2271
266	2921	1540
267	3121	888
268	2934	1382
269	2708	725
270	3213	1329
271	2136	1129
272	2566	999
273	3150	588
274	3092	869
275	2178	1365
276	2763	448
277	2895	1211
278	2368	295
279	2698	1185
280	3418	1226
281	2448	1092
282	2101	2120
283	3602	1965
284	1841	4429
285	349	3257
286	-22	3384
287	568	3136
288	94	3634
289	1471	1605
290	2802	815
291	1982	1953
292	2302	1288
293	2908	1333
294	2733	1199
295	1957	1472
296	3532	1049
297	3308	1257
298	2887	1653
299	2844	1415
300	2355	1845
301	3163	687
302	2678	2175
303	4252	2141
304	3494	1273
305	2979	653
306	2986	1742
307	2396	762
308	2658	2534
309	1759	1674
310	583	3018
311	1756	2413
312	2228	2697
313	423	2390
314	590	2762
315	985	4027
316	3069	2356
317	3493	1946
318	3939	2022
319	3215	1536
320	3472	1613
321	3632	1357
322	3187	1072
323	3661	1335
324	3182	1512
325	2790	1019
326	3342	1410
327	3192	381
328	3931	573
329	3353	1339
330	2925	577
331	3115	1808
332	4094	749
333	3582	2030
334	3667	1030
335	2748	1118
336	4016	364
337	4132	784
338	3869	2378
339	3292	1771
340	4240	2052
341	3373	1382
342	1674	2607
343	1934	840
344	2228	2938
345	113	3554
346	693	2549
347	1802	2090
348	3539	1210
349	3975	1224
350	2130	1306
351	3461	1715
352	3435	1059
353	1814	2211
354	3467	102
355	3053	780
356	2845	584
357	3641	826
358	3168	1215
359	3064	1547
360	1753	3060
361	1715	1695
362	960	2500
363	3296	2103
364	1366	1760
365	1953	1932
366	2105	3236
367	3550	1276
368	3510	1564
369	2567	2185
370	4316	1550
371	2874	665
372	812	2248
373	866	1365
374	440	2943
375	451	4065
376	4	2723
377	478	3112
378	1445	2625
379	1317	3585
380	1120	2094
381	1092	3041
382	1913	2055
383	2095	1933
384	1330	3886
385	1585	2786
386	1146	3107
387	2077	3003
388	2347	1808
389	3376	1769
390	4773	1530
391	3024	1399
392	2570	1847
393	3865	553
394	4275	1283
395	3178	1983
396	2180	1652
397	3291	1976
398	2596	1138
399	3407	1467
400	4013	1372
401	4181	824
402	3883	1592
403	3474	677
404	2289	2012
405	2079	2606
406	2105	2282
407	2680	2567
408	1631	2580
409	808	3322
410	450	2721
411	2147	2203
412	4379	1067
413	2152	2206
414	2675	806
415	3298	1008
416	4488	1410
417	3389	1084
418	1542	2050
419	1500	2409
420	2248	1966
421	3151	1147
422	1631	2448
423	2246	2434
424	3232	2724
425	767	3603
426	1166	1851
427	2117	2390
428	1344	3047
429	2765	1291
430	1477	3254
431	1018	2418
432	662	2968
433	850	3195
434	1771	1478
435	1122	2529
436	3420	2218
437	3857	1637
438	4050	1286
439	3218	868
440	2498	1017
441	2375	3577
442	3340	1929
443	1889	2235
444	1876	2789
445	2282	2298
446	3622	1451
447	4231	1687
448	2407	855
449	2120	3007
450	1483	2362
451	2854	1679
452	3803	657
453	3167	1956
454	3847	621
455	3653	1291
456	4134	325
457	2121	1306
458	3960	2125
459	4357	778
460	3476	1383
461	3784	1153
462	3087	1385
463	2014	2729
464	2477	2314
465	1767	2998
466	2070	2287
467	2399	1798
468	2926	1924
469	2326	1808
470	1292	3300
471	1721	1844
472	3098	1413
473	2117	2570
474	3943	1170
475	3783	1355
476	2061	1891
477	865	2813
478	2926	1886
479	1790	2098
480	2277	3482
481	1342	3544
482	1663	3439
483	1004	4028
484	1891	3352
485	449	3835
486	-409	3268
487	-172	2468
488	792	3495
489	2161	2364
490	434	3356
491	853	2221
492	2233	2201
493	2263	1905
494	1664	3441
495	1580	2573
496	2575	2348
497	1917	2261
498	2500	2123
499	1219	1795
500	2912	1782
501	2981	1526
502	4606	1115
503	4411	1078
504	3960	1682
505	860	2186
506	3112	2322
507	4280	946
508	4307	1239
509	2996	1341
510	3594	1550
511	3714	1658
512	4947	1271
513	3319	1273
514	4082	537
515	3633	2243
516	4032	1001
517	3435	1209
518	3550	1497
519	3831	1373
520	2701	1085
521	2432	706
522	2849	2525
523	4259	1603
524	3119	170
525	3773	812
526	3122	1274
527	1822	1336
528	1374	2793
529	1415	2996
530	2041	2877
531	549	2274
532	3820	1062
533	1944	2589
534	2376	2523
535	1329	1738
536	2279	2412
537	1812	1758
538	4267	1260
539	2967	1567
540	2697	931
541	3982	1090
542	3201	1977
543	3178	640
544	3877	2170
545	3889	1046
546	4404	780
547	3536	829
548	3888	1074
549	4545	1089
550	3433	924
551	2540	2840
552	3329	1362
553	3390	1135
554	2664	1923
555	822	2817
556	1771	2056
557	2111	2279
558	906	2207
559	1215	3380
560	2302	1852
561	374	2850
562	542	3018
563	925	2587
564	1495	2710
565	1104	2012
566	2343	1954
567	1761	1650
568	1432	1894
569	3501	1956
570	1967	2853
571	3973	1721
572	2199	1566
573	1740	1744
574	1981	1259
575	2945	1419
576	4260	734
577	3251	1227
578	2312	2703
579	2108	2065
580	2650	1679
581	1307	1726
582	354	3067
583	1129	2952
584	2042	3241
585	1143	3112
586	1027	3738
587	810	3155
588	589	2126
589	1164	2690
590	1523	2108
591	2815	2196
592	1872	723
593	1643	2699
594	2399	1536
595	1691	3003
596	1619	2270
597	1347	2147
598	3188	3273
599	1870	1616
600	1436	2400
601	1843	2512
602	2259	2477
603	1591	2822
604	2228	1607
605	1756	1563
606	2890	1324
607	841	2525
608	1560	2222
609	664	2653
610	1964	1886
611	3526	1334
612	1188	2177
613	2009	3322
614	1674	2784
615	1105	3424
616	608	3042
617	393	3224
618	112	3488
619	294	2164
620	2623	1350
621	4041	1194
622	3076	1616
623	1441	2166
624	2525	1500
625	1659	1824
626	1577	1999
627	2042	1779
628	2187	1771
629	2055	1394
630	971	2565
631	1462	2775
632	10	1940
633	807	3119
634	1156	2395
635	662	3623
636	723	2861
637	1744	3278
638	3510	1120
639	2154	1838
640	2810	1528
641	3484	1605
642	3827	2356
643	3562	1455
644	1725	1888
645	2523	1184
646	3308	535
647	5048	1084
648	1627	1938
649	526	2319
650	1414	2834
651	739	2715
652	1898	3288
653	1227	2862
654	1706	1955
655	828	2826
656	783	2786
657	427	4050
658	611	2817
659	219	2125
660	153	3458
661	2072	2459
662	954	3427
663	1244	2695
664	1591	1325
665	1560	2329
666	1432	2310
667	2157	2988
668	2284	2615
669	1646	2290
670	1418	2611
671	1799	2740
672	2188	2543
673	2290	2270
674	2364	2074
675	1919	1531
676	2051	3459
677	3477	2477
678	2113	2949
679	1582	1382
680	961	2862
681	1757	2429
682	3614	3383
683	2652	3507
684	1440	2811
685	3722	1990
686	2152	3102
687	1636	2187
688	1008	2618
689	890	3859
690	431	4211
691	2598	1742
692	1142	1585
693	513	2567
694	865	1214
695	856	2645
696	442	1439
697	-20	2179
698	1554	2433
699	1333	2765
700	543	1727
701	1101	2101
702	1448	2446
703	778	2497
704	295	3211
705	1924	1492
706	1269	2593
707	1281	2504
708	874	3827
709	1984	1611
710	1279	2423
711	1905	2234
712	5346	1387
713	2420	1721
714	1940	983
715	2214	1036
716	3270	1353
717	3402	1547
718	2012	2115
719	2571	2483
720	1524	2580
721	1512	2367
722	2033	2026
723	4116	1320
724	3055	920
725	3099	650
726	3459	1013
727	3471	1660
728	2218	1499
729	3482	2092
730	3359	1076
731	3446	1101
732	2477	1543
733	1694	3001
734	841	3349
735	934	3550
736	805	2392
737	1124	3999
738	1817	2868
739	1165	4278
740	1772	2908
741	971	3742
742	1123	2861
743	578	2896
744	736	3079
745	606	3760
746	948	1924
747	940	3695
748	988	2930
749	122	3517
750	367	2824
751	543	3139
752	205	3831
753	1214	2635
754	921	3267
755	752	4241
756	1279	3619
757	1631	2263
758	1296	2883
759	2373	1457
760	2212	1650
761	1693	3204
762	1846	1950
763	154	3339
764	2261	1271
765	2097	2281
766	3755	1058
767	3521	1253
768	3615	1284
769	3344	1176
770	3215	1320
771	3591	1138
772	4171	746
773	1877	2642
774	1887	2146
775	4115	1499
776	3509	1512
777	3247	758
778	3454	949
779	5657	937
780	3056	1923
781	3811	1031
782	4212	1414
783	2140	2670
784	3915	1557
785	3226	125
786	2830	1151
787	3589	758
788	2771	2600
789	1832	2004
790	2885	755
791	3440	847
792	3060	1298
793	2599	821
794	2835	675
795	2871	2034
796	2842	1359
797	2767	1463
798	1457	2361
799	2039	1500
800	2780	3440
801	725	3104
802	1686	1801
803	42	2415
804	619	4425
805	928	2488
806	839	2441
807	1860	1510
808	3085	1661
809	2437	2040
810	3189	1524
811	2211	1361
812	2242	1354
813	1717	1961
814	2956	2028
815	1363	2852
816	2263	1487
817	1676	2300
818	1959	2212
819	1632	2865
820	1366	3185
821	1920	2656
822	3056	2380
823	2666	2330
824	3197	1142
825	3447	1717
826	2695	1203
827	2902	2348
828	2452	1988
829	2201	1798
830	2021	2214
831	1798	1797
832	1754	1696
833	2866	1902
834	1725	2029
835	3638	531
836	3687	2551
837	2568	1664
838	3336	2097
839	3035	1861
840	4152	1114
841	2876	1472
842	2445	2084
843	3371	3073
844	2902	2428
845	3346	1370
846	1920	3149
847	4085	662
848	3369	1548
849	3797	1222
850	3189	799
851	4776	693
852	4847	121
853	5060	689
854	3651	824
855	3279	2063
856	4215	1069
857	3307	556
858	2880	1359
859	1296	2036
860	1347	2813
861	185	3429
862	1128	2583
863	1173	2262
864	551	2564
865	1533	2821
866	1020	2290
867	2224	1563
868	2672	1932
869	1831	1335
870	1286	2570
871	2356	2357
872	2237	1461
873	1291	2374
874	1162	1640
875	2004	2029
876	2853	1566
877	1328	2508
878	883	3943
879	1021	3647
880	3073	1080
881	2267	399
882	4415	874
883	3694	1096
884	2502	499
885	2482	1216
886	3954	792
887	2415	2273
888	3356	1324
889	3227	2137
890	1794	2768
891	2206	1649
892	2875	415
893	3853	1220
894	889	1772
895	2581	2127
896	3201	1779
897	4792	1234
898	2703	1593
899	1332	2633
900	3518	790
901	2261	2132
902	1790	2167
903	2059	1165
904	1323	2193
905	2068	2011
906	2191	1846
907	2097	1480
908	2412	1338
909	2138	1046
910	2044	1834
911	1254	2856
912	1495	2312
913	2480	2018
914	3642	1769
915	1822	2541
916	2752	1471
917	2469	2036
918	2964	2799
919	3555	1063
920	3171	1253
921	2886	2372
922	2059	2015
923	3659	1660
924	3860	1136
925	3770	1298
926	5002	848
927	4258	1281
928	4614	1365
929	1988	1436
930	2095	1630
931	3384	2349
932	1353	2131
933	2792	949
934	1943	1223
935	3655	1285
936	2209	2782
937	1769	2273
938	1133	1850
939	1368	2517
940	1693	2069
941	2149	2008
942	2509	1472
943	4456	974
944	3314	2091
945	4480	793
946	4392	354
947	3157	639
948	3124	2370
949	3072	1447
950	3986	301
951	2762	585
952	3454	642
953	2700	931
954	3029	1441
955	2633	1252
956	3875	1487
957	3722	1142
958	4051	1725
959	2161	1732
960	1979	2370
961	3396	1903
962	1965	2270
963	1800	2003
964	1529	2594
965	1626	2664
966	2984	1609
967	2318	1452
968	2590	1007
969	466	3072
970	803	2928
971	1790	2019
972	2819	1639
973	3173	812
974	3639	1184
975	3536	865
976	4341	1698
977	2458	1545
978	1707	1254
979	4668	1025
980	4681	-7
981	3479	977
982	3244	1464
983	2282	2344
984	2313	2028
985	2855	1462
986	2996	2263
987	3570	974
988	3699	1815
989	3756	860
990	4345	1714
991	4151	670
992	4444	1275
993	4182	721
994	2708	804
995	4368	1075
996	4333	238
997	4567	975
998	3585	754
999	3595	1020
1000	3965	1278
1001	4606	1126
1002	4493	767
1003	3268	359
1004	4930	791
1005	5732	-339
1006	4514	100
1007	4152	1056
1008	5145	364
1009	3897	1263
1010	2858	263
1011	4648	475
1012	4832	985
1013	4498	1430
1014	2535	2090
1015	2222	2287
1016	3117	1381
1017	2639	2093
1018	3748	2115
1019	2990	1910
1020	4456	1013
1021	3119	1753
1022	3598	443
1023	4341	1393
1024	4273	1775
1025	3154	2247
1026	4813	1548
1027	4543	878
1028	7167	550
1029	3039	1368
1030	4143	1270
1031	4649	1304
1032	3844	1054
1033	4346	782
1034	4181	493
1035	4864	418
1036	4860	125
1037	3862	287
1038	3802	695
1039	3844	82
1040	3211	742
1041	5095	854
1042	3926	1215
1043	4166	796
1044	5009	698
1045	4170	665
1046	4616	731
1047	4578	293
1048	3511	45
1049	3986	906
1050	4187	875
1051	3292	492
1052	4563	1126
1053	4351	413
1054	4441	1328
1055	4525	1406
1056	3449	713
1057	5007	719
1058	4223	1518
1059	3747	693
1060	4013	621
1061	3731	19
1062	4529	510
1063	4257	736
1064	2927	2064
1065	4688	1132
1066	4519	945
1067	4613	1134
1068	3556	700
1069	4183	1004
1070	4445	814
1071	4652	1209
1072	5155	-211
1073	4198	294
1074	3344	1341
1075	4393	679
1076	4694	1448
1077	3405	1453
1078	3296	1303
1079	4937	1015
1080	3809	1499
1081	4444	941
1082	4133	923
1083	4542	190
1084	4970	893
1085	832	496
1086	515	318
1087	-88	980
1088	663	258
1089	1200	224
1090	1133	-51
1091	1837	650
1092	3862	455
1093	4307	787
1094	3894	306
1095	3660	548
1096	3780	1141
1097	2609	1127
1098	2325	1547
1099	1287	1751
1100	2210	1145
1101	2167	2052
1102	2805	2089
1103	2029	1522
1104	4341	1571
1105	2545	356
1106	2023	2
1107	3623	1576
1108	3150	768
1109	4389	507
1110	5206	538
1111	4085	1274
1112	4408	547
1113	4773	767
1114	3365	888
1115	3415	951
1116	4297	1507
1117	4585	984
1118	4318	1082
1119	4348	394
1120	4913	1082
1121	4940	215
1122	4291	86
1123	5066	1910
1124	4427	761
1125	4680	1234
1126	4637	92
1127	5317	960
1128	4346	968
1129	4584	1057
1130	4649	344
1131	4317	624
1132	3391	512
1133	5482	503
1134	3039	-37
1135	4086	852
1136	3753	296
1137	4269	559
1138	3745	536
1139	3762	1211
1140	4236	700
1141	2722	260
1142	4697	475
1143	4389	835
1144	4244	647
1145	5156	943
1146	4726	484
1147	3607	1492
1148	4779	910
1149	4194	1200
1150	3546	967
1151	4792	835
1152	4185	927
1153	3444	768
1154	5026	1414
1155	5144	803
1156	5040	625
1157	4699	763
1158	4427	749
1159	4174	363
1160	4466	963
1161	4021	1495
1162	4553	907
1163	4439	552
1164	2100	276
1165	3808	444
1166	4393	241
1167	3305	583
1168	4438	1129
1169	3523	1728
1170	5352	696
1171	4656	992
1172	3512	865
1173	3929	751
1174	4605	1524
1175	4643	593
1176	4257	1560
1177	4605	542
1178	3634	639
1179	5347	1416
1180	3843	1434
1181	4059	924
1182	3365	1305
1183	3364	455
1184	3941	1225
1185	4436	1515
1186	4939	2080
1187	5028	1041
1188	4908	874
1189	4341	777
1190	4679	726
1191	3671	1204
1192	4574	243
1193	4441	659
1194	4106	323
1195	4536	1245
1196	4429	193
1197	4241	441
1198	4036	584
1199	4376	1132
1200	3918	1391
1201	4421	1343
1202	4517	670
1203	3676	646
1204	4414	946
1205	4634	690
1206	3844	681
1207	3905	455
1208	3990	701
1209	4225	1094
1210	4674	1669
1211	3631	981
1212	4781	751
1213	5487	524
1214	3853	789
1215	3837	1414
1216	5029	870
1217	5156	1479
1218	3914	470
1219	4446	625
1220	3377	1163
1221	3352	2065
1222	3299	1653
1223	3991	738
1224	4718	2008
1225	4320	115
1226	4674	1339
1227	4387	636
1228	4358	546
1229	3668	1423
1230	3824	988
1231	4133	907
1232	4624	1602
1233	4258	590
1234	3638	1055
1235	5128	1271
1236	3504	875
1237	5711	752
1238	3785	858
1239	3385	1492
1240	4009	527
1241	4332	1203
1242	4322	168
1243	4640	1017
1244	4282	690
1245	4068	461
1246	3783	1698
1247	4346	823
1248	4505	1021
1249	4742	755
1250	4208	1167
1251	4149	1058
1252	5266	1221
1253	4299	866
1254	4085	776
1255	4208	1164
1256	4158	1491
1257	5927	1316
1258	5207	907
1259	5480	1320
1260	4401	685
1261	4152	790
1262	5306	703
1263	4988	708
1264	3974	1272
1265	5788	589
1266	4438	-274
1267	3920	773
1268	5505	840
1269	5175	1066
1270	3454	2121
1271	4836	690
1272	4231	1020
1273	4693	1024
1274	4646	981
1275	4257	858
1276	3385	600
1277	4382	770
1278	4227	676
1279	4856	1042
1280	4476	571
1281	4317	516
1282	5277	1179
1283	3976	-33
1284	4726	1006
1285	4015	1398
1286	5496	1456
1287	4392	977
1288	4341	719
1289	4262	922
1290	4772	1106
1291	3264	1800
1292	3469	1215
1293	4849	1029
1294	3218	795
1295	4068	863
1296	4012	1500
1297	4187	853
1298	4203	1367
1299	4098	218
1300	4017	1146
1301	4167	1180
1302	2985	2013
1303	3468	1077
1304	3536	796
1305	4760	1059
1306	4871	728
1307	3931	541
1308	3963	283
1309	4321	181
1310	4938	864
1311	4642	1120
1312	3517	1183
1313	3684	682
1314	4469	903
1315	2901	1580
1316	3602	1813
1317	1437	1967
1318	3960	998
1319	3039	616
1320	2017	2209
1321	1933	3193
1322	2703	1762
1323	3529	1086
1324	2631	1220
1325	3995	1158
1326	3239	1398
1327	2262	2114
1328	3723	1481
1329	4751	136
1330	4290	1749
1331	4964	819
1332	2712	1298
1333	3671	1882
1334	3799	1482
1335	4062	299
1336	3870	645
1337	3147	1840
1338	3186	1132
1339	3261	2396
1340	4163	1080
1341	3399	1300
1342	4141	369
1343	3554	870
1344	4303	1952
1345	3907	1676
1346	3002	1461
1347	2731	482
1348	4138	977
1349	3524	1786
1350	5024	1341
1351	4193	1351
1352	3892	1071
1353	3017	2210
1354	3797	1687
1355	2846	2065
1356	4365	908
1357	4566	1138
1358	2803	1607
1359	4333	1115
1360	2997	1176
1361	2466	1642
1362	2822	1781
1363	3144	1168
1364	3861	898
1365	2540	708
1366	3969	1167
1367	5076	1037
1368	4225	530
1369	3759	1292
1370	3263	1543
1371	3316	1303
1372	3755	1095
1373	3235	530
1374	3603	582
1375	4284	789
1376	3414	1640
1377	3956	1100
1378	3547	2428
1379	2910	2073
1380	3861	1663
1381	2538	1437
1382	4415	1044
1383	3549	906
1384	4164	976
1385	3721	1091
1386	4325	393
1387	3574	359
1388	3118	629
1389	4120	1059
1390	4809	1032
1391	4097	1038
1392	3464	1597
1393	2092	2091
1394	3028	2042
1395	3753	1436
1396	3736	1035
1397	3156	1212
1398	3376	1713
1399	3629	1198
1400	3665	1515
1401	4348	1752
1402	2905	1763
1403	5829	1214
1404	3609	881
1405	3828	2115
1406	3245	849
1407	2983	1716
1408	3015	1682
1409	4279	1399
1410	3371	969
1411	4286	2077
1412	3717	2204
1413	3771	565
1414	3337	1809
1415	2279	1835
1416	4515	1394
1417	3878	753
1418	4541	1130
1419	3497	2474
1420	2956	1087
1421	3143	1884
1422	4638	1253
1423	3241	286
1424	5396	819
1425	3261	1695
1426	4865	655
1427	3911	688
1428	3620	1051
1429	3358	1043
1430	1848	344
1431	3655	760
1432	2360	494
1433	4194	639
1434	3203	1505
1435	3568	1338
1436	3479	873
1437	4069	927
1438	3587	996
1439	3321	1122
1440	3799	1044
1441	3194	896
1442	4292	-256
1443	2992	220
1444	4212	853
1445	3878	558
1446	4093	622
1447	3409	1293
1448	3199	967
1449	3389	183
1450	3424	1513
1451	3161	980
1452	2977	1005
1453	3850	773
1454	4087	882
1455	4929	752
1456	3514	295
1457	3964	1037
1458	4342	1431
1459	3199	976
1460	3843	164
1461	3284	421
1462	3773	994
1463	2801	1404
1464	4119	976
1465	4136	1228
1466	3502	1392
1467	3966	904
1468	3829	792
1469	2778	-138
1470	4315	337
1471	3447	1593
